cpu,mb,gpu,ram,psu,storage,total_price,benchmark_cpu,passmark_gpu,cpu_scaled,gpu_scaled,final_score,level
AMD Ryzen 9 3900XT,MAINBOARD (AM4) GIGABYTE B550M DS3H R2 DDR4 (REV. 1.0),GeForce GTX 1060,RAM DDR4(3200) 32GB (16GBX2) BLACKBERRY MAXIMUS x1,POWER SUPPLY (80+ GOLD) 1250W MSI MAG A1250GL PCIE5,2 TB SSD M.2 PCIe 4.0 WD SN5000 BLUE (WDS200T4B0E) NVMe M.2 2280,36366.4888,32498,10056,0.4618239963451545,0.31057169569583437,0.4164483061503584,Smart Office
AMD Ryzen 7 9800X3D,MAINBOARD (AM5) ASROCK X870 PRO RS WIFI DDR5,GeForce GTX 1060 3GB,RAM DDR5(5200) 64GB (32GBX2) KINGSTON FURY BEAST (KF552C40BBK2-64) x2,POWER SUPPLY (80+ GOLD) 850W COOLER MASTER MWE V3 (MPE-8506-ACAG-BTH),512 GB SSD M.2 PCIe 3.0 KLEVV CRAS C715 (K512GM2SP0-C7T) NVMe M.2 2280,70842.7288,39974,9829,0.5685569070869739,0.3027113127185845,0.4888032287764571,Smart Office
Intel Core i9-11900KF @ 3.50GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,Intel Arc,RAM DDR4(2666) 16GB BLACKBERRY MAXIMUS x2,POWER SUPPLY (CYBENETICS PLATINUM) 650W CORSAIR RM650E (CP-9020302-NA),2 TB SSD M.2 PCIe 4.0 KINGSTON NV3 (SNV3S/2000G) NVMe M.2 2280,40521.68,24544,5491,0.3482668037233739,0.15249835520620522,0.2895362691682233,General Admin
Intel Core i9-14900KF,MAINBOARD (1700) COLORFUL H610M-D V20 DDR5,Radeon RX 470/570,RAM DDR5(5600) 32GB (16GBX2) CORSAIR VENGEANCE WHITE (CMK32GX5M2B5600C40W) x2,POWER SUPPLY (80+ GOLD) 750W ASUS TUF GAMING 750G,128 GB SSD M.2 PCIe 3.0 HIKSEMI CITY SSD E1000 NVMe M.2 2280,59021.6088,58328,7925,0.8305921991890811,0.23678105197548394,0.6524488550250019,Dev & Data Pro
AMD Ryzen 7 3700X,MAINBOARD (AM4) GIGABYTE A520M H ARGB DDR4 (rev. 1.0),Radeon RX 6600,RAM DDR4(3200) 16GB (8GBX2) KINGBANK KJXS (KBK-KJXS16G32) x1,POWER SUPPLY (80+ BRONZE) 650W EINAREX AXIS MASTER L1 WHITE (EXPS-AMH1-650-WH),250 GB SSD M.2 PCIe 4.0 GIGABYTE (G440E250G) NVMe M.2 2280,18963.28,22417,15072,0.31790017703158013,0.48426192042660765,0.36780870005008837,General Admin
Intel Xeon E3-1260L v5 @ 2.90GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),GeForce RTX 2080 Ti,RAM DDR4(3200) 32GB (16GBX2) KINGSTON FURY BEAST (KF432C16BB1K2/32) x2,POWER SUPPLY (80+ BRONZE) 750W CORSAIR CX750 (CP-9020279-NA),512 GB SSD M.2 PCIe 3.0 HIKSEMI CITY E3000 (STD) NVMe M.2 2280,41830.744,8254,21483,0.1156987036719776,0.7062571418677933,0.2928662351307223,General Admin
AMD Ryzen 5 5500GT,MAINBOARD (AM4) ASROCK B450M HDV DDR4 R4.0,Radeon RX 6400,RAM DDR4(3200) 16GB APACER NOX RGB BLACK (AH4U16G32C28YNBAA-1) x2,POWER SUPPLY (80+ BRONZE) 650W MSI MAG A650BNL WHITE,500 GB SSD M.2 PCIe 4.0 KINGSTON NV3 (SNV3S/500G) NVMe M.2 2280,32629.3688,18974,7750,0.26874536005939126,0.23072128536306663,0.25733813765049385,General Admin
AMD Athlon 5350 APU,MAINBOARD (AM4) ASROCK B450M PRO4 DDR4 R2.0,Tesla M10,RAM DDR4(3200) 16GB LEXAR THOR OC DARK GREY (LD4BU016G-R3200GSXG) x1,POWER SUPPLY (80+GOLD) 850W ASUS PRIME 850G,500 GB SSD M.2 PCIe 4.0 GIGABYTE AORUS 5000E (AG450E500G-G 1.1),25810.4696,1797,2968,0.023513791331163266,0.06513383427403996,0.03599980421402627,General Admin
Intel Core i3-10105 @ 3.70GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,Radeon Pro WX 4150,RAM DDR4(3200) 32GB (16GBX2) APACER PANTHER GOLDEN (AH4U32G32C28Y7GAA-2) x2,POWER SUPPLY (80+ PLATINUM) 1000W ASUS ROG LOKI 1000P SFX,512 GB SSD M.2 PCIe 3.0 HIKSEMI CITY E3000 (STD) NVMe M.2 2280,52574.8816,8256,2579,0.1157272571526469,0.051663838775580874,0.09650823163952708,General Admin
Intel Xeon E3-1558L v5 @ 1.90GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),T600,RAM DDR4(3200) 16GB (8GBX2) ADATA D35G XPG RGB BLACK (AX4U32008G16A-DTBKD35G) x2,POWER SUPPLY (80+ BRONZE) 750W DTECH PW071A,1 TB SSD M.2 PCIe 4.0 SANDISK EXTREME G26 (SDSSDX3N-1T00-G26) NVMe M.2 2280,35673.520000000004,7634,6369,0.10684712466449658,0.1829010699816476,0.1296633082596419,General Admin
AMD Ryzen 5 8500G,MAINBOARD (AM5) GIGABYTE B850M AORUS ELITE WIFI6E ICE DDR5 (REV. 1.1),Tesla P4,RAM DDR5(5200) 32GB (16GBX2) BLACKBERRY 5200 PRO SERIES BLACK x1,POWER SUPPLY (FULL) 600W AEROCOOL SUPERB,2 TB SSD M.2 PCIe 4.0 KINGSTON NV3 (SNV3S/2000G) NVMe M.2 2280,34713.0,21471,9158,0.3043943806750043,0.2794764361646872,0.29691899732190913,General Admin
Intel Core i9-7980XE @ 2.60GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),GeForce GTX 1650 SUPER,RAM DDR4(3200) 16GB HIKSEMI (HSC416U32Z1) x2,POWER SUPPLY (80+ PLATINUM) 850W GIGABYTE AORUS P850W (GP-AE850 PM PG5),500 GB SSD M.2 PCIe 4.0 KINGSTON NV3 (SNV3S/500G) NVMe M.2 2280,34313.1776,29605,10186,0.4205213865570213,0.3150732366079158,0.38888694157228965,General Admin
Intel Core i3-10105F @ 3.70GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,GeForce RTX 4070 SUPER,RAM DDR4(3200) 16GB CORSAIR VENGEANCE LPX BLACK (CMK16GX4M1E3200C16) x2,POWER SUPPLY (80+ BRONZE) 650W MSI MAG A650BNL WHITE,128 GB SSD M.2 PCIe 3.0 HIKSEMI WAVE (P) NVMe M.2 2280,40602.1256,8894,29966,0.12483581748615155,1.0,0.38738507224030605,General Admin
Intel Core i5-7600T @ 2.80GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),GeForce RTX 3080 Ti,RAM DDR4(3200) 16GB (8GBX2) APACER NOX RGB BLACK (AH4U16G32C28YNBAA-2) x2,POWER SUPPLY (80+ BRONZE) 550W ITSONAS DARK FOREST SFX,256 GB SSD M.2 PCIe 3.0 HIKSEMI CITY E3000 (STD) NVMe M.2 2280,36852.9592,5815,26795,0.08087773399577408,0.8901970289829981,0.32367352249194126,General Admin
AMD Athlon XP 1700+,MAINBOARD (AM4) ASROCK B450M HDV DDR4 R4.0,Radeon RX 5600 XT,RAM DDR4(2666) 8GB APACER 8 CHIP (EL.08G2V.GNH) x2,POWER SUPPLY (80+ WHITE) 550W THERMALTAKE TR2 S,500 GB SSD M.2 PCIe 3.0 SANDISK PLUS G26 (SDSSDA3N-500G-G26) NVMe M.2 2280,15589.9,176,13418,0.00037119524870081683,0.4269884691298176,0.12835637741303585,General Admin
Intel Core i3-6100 @ 3.70GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),T400,RAM DDR4(3200) 16GB HIKSEMI (HSC416U32Z1) x1,POWER SUPPLY (80+ PLATINUM) 1500W CORSAIR HX1500i (CP-9020261-NA),1 TB SSD M.2 PCIe 3.0 WD RED NAS SN700 (WDS100T1R0C) NVMe M.2 2280,31458.628,4099,3618,0.05637884758152018,0.0876415388344472,0.06575765495739828,General Admin
Intel Core i5-9500 @ 3.00GHz,MAINBOARD (1151V2) GIGABYTE H310M M.2 2.0 DDR4 (REV. 1.3),RTX A400,RAM DDR4(3200) 16GB BLACKBERRY PRO SERIES BLACK x1,POWER SUPPLY (80+ GOLD) 850W SILVERSTONE DA850W (SST-DA850R-GMA),1 TB SSD M.2 PCIe 3.0 SANDISK PLUS G26 (SDSSDA3N-1T00-G26) NVMe M.2 2280,25125.5096,9853,5990,0.13852721146707783,0.16977734686104093,0.14790225208526675,General Admin
AMD Athlon XP 1700+,MAINBOARD (AM4) MSI A520M-A PRO DDR4,Tesla M10,RAM DDR4(3200) 32GB (16GBx2) BLACKBERRY 3200 PRO SERIES WHITE x1,POWER SUPPLY (80+ GOLD) 750W ANTEC GSK V2,512 GB SSD M.2 PCIe 3.0 HIKSEMI CITY E3000 (STD) NVMe M.2 2280,23869.9,176,2968,0.00037119524870081683,0.06513383427403996,0.019799986956302557,General Admin
Intel Core i5-12600HL,MAINBOARD (1700) ASROCK B760M STEEL LEGEND WIFI DDR5,Quadro P400,RAM DDR5(5200) 32GB (16GBX2) ZADAK SPARK RGB (ZD5-SPR52C50-32G2W2) x2,POWER SUPPLY (80+ BRONZE) 750W AEROCOOL LUX RGB,1 TB SSD M.2 PCIe 4.0 WD SN5000 BLUE (WDS100T4B0E) NVMe M.2 2280,51068.32,23615,1661,0.335003711952487,0.019876034488728836,0.24046540871335956,General Admin
Intel Xeon E3-1240 v6 @ 3.70GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon RX 7600 XT,RAM DDR4(3200) 16GB HIKSEMI ARMOR BLACK (HSC416U32D2)Recommend x2,POWER SUPPLY (80+ GOLD) 850W ASUS TUF GAMING 850G,1 TB SSD M.2 PCIe 4.0 HIKSEMI FUTURE NVMe M.2 2280,42988.488,8729,17296,0.12248015533093484,0.5612728972609855,0.25411797790995005,General Admin
AMD Ryzen 9 PRO 7945,MAINBOARD (AM5) GIGABYTE B850I AORUS PRO DDR5 (REV. 1.1),GeForce GTX 1060,RAM DDR5(6400) 32GB (16GBX2) CORSAIR VENGEANCE RGB BLACK (CMH32GX5M2B6400C36) x2,POWER SUPPLY (SATA) 580W TSUNAMI EXTREME+PRO,500 GB SSD M.2 PCIe 4.0 WD BLACK SN7100 (WDS500G4X0E) NVMe M.2 2280,78852.5136,46933,10056,0.667908743075781,0.31057169569583437,0.5607076288617969,Smart Office
Intel Core i5-9500T @ 2.20GHz,MAINBOARD (1151V2) LONGWELL H310-H3M DDR4 (REV. 2.0),Radeon RX 480,RAM DDR4(3200) 32GB (16GBX2) APACER PANTHER GOLDEN (AH4U32G32C28Y7GAA-2) x1,POWER SUPPLY (80+ GOLD) 1000W NZXT CORE (PA-0G3BB-US),2 TB SSD M.2 PCIe 4.0 WD SN5000 BLUE (WDS200T4B0E) NVMe M.2 2280,36210.04,8062,8538,0.11295756952772543,0.2580075487378372,0.15647256329075895,General Admin
AMD Ryzen 3 4100,MAINBOARD (AM4) GIGABYTE A520M-K V2 DDR4 (REV. 1.1),GeForce GTX 1060 3GB,RAM DDR4(3200) 16GB LEXAR THOR OC DARK GREY (LD4BU016G-R3200GSXG) x1,POWER SUPPLY (80+ BRONZE) 650W DTECH PW023A,256 GB SSD M.2 PCIe 3.0 HIKSEMI WAVE (HS-SSD-WAVE(P) 256G) NVMe M.2 2280,12277.28,11042,9829,0.15550225572497287,0.3027113127185845,0.19966497282305634,General Admin
AMD Ryzen 3 5300G,MAINBOARD (AM4) GIGABYTE B550 EAGLE WIFI6 DDR4 (REV. 1.0),Radeon R9 380,RAM DDR4(3200) 16GB LEXAR (LD4AU016G-B3200GSST) x1,POWER SUPPLY (80+ BRONZE) 650W SILVERSTONE ATTIS 650R (SST-AT650R-BF-WBW),1 TB SSD M.2 PCIe 4.0 KLEVV CRAS C910G (K01TBM2SP0-10G) NVMe M.2 2280,18904.8888,13036,5977,0.18397007595225856,0.16932719276983277,0.1795772109975308,General Admin
Intel Core i3-12100F,MAINBOARD (1700) MSI PRO B760M-P DDR5,GeForce RTX 3050 OEM,RAM DDR5(5600) 96GB (48GBX2) G.SKILL TRIDENT Z5 RGB BLACK (F5-5600J4040D48GX2-TZ x1,POWER SUPPLY (80+ PLATINUM) 1000W GIGABYTE AORUS P1000W (GP-AE1000PM PG5),1 TB SSD M.2 PCIe 3.0 SANDISK PLUS G26 (SDSSDA3N-1T00-G26) NVMe M.2 2280,97295.1776,13974,11918,0.19736165838615727,0.3750476124519547,0.2506674446058965,General Admin
AMD Ryzen 7 5700G,MAINBOARD (AM4) LONGWELL B450M-VDH DDR4,GeForce RTX 4060 Ti,RAM DDR4(3200) 32GB (16GBX2) CORSAIR VENGEANCE LPX BLACK (CMK32GX4M2E3200C16) x2,POWER SUPPLY (80+ GOLD) 850W ASUS ROG STRIX AURA GAMIN G850G,250 GB SSD M.2 PCIe 4.0 GIGABYTE (G440E250G) NVMe M.2 2280,44862.880000000005,24317,22632,0.34502598366740905,0.7460438380830362,0.4653313399920972,Smart Office
AMD Ryzen 5 3400GE,MAINBOARD (AM4) ASUS PRIME A520M-K DDR4,Radeon RX 550,RAM DDR4(3200) 16GB HIKSEMI ARMOR PURPLE (HSC416U32Z2) x1,POWER SUPPLY (80+ SILVER) 550W GIGABYTE P-550SS ICE (GP-550SS),500 GB SSD M.2 PCIe 4.0 LEXAR NM710 NVMe M.2 2280,25250.048000000003,8811,2690,0.12365084803837587,0.055507462169742734,0.10320783227778592,General Admin
AMD Athlon 2600+,MAINBOARD (AM4) LONGWELL A320M-VH DDR4,GeForce GTX 950,RAM DDR4(3200) 8GB HIKSEMI ARMOR PURPLE (HSC408U32Z2) x2,POWER SUPPLY (80+ WHITE) 700W SILVERSTONE (ST70F-ES230),1 TB SSD M.2 PCIe 4.0 HIKSEMI FUTURE LITE NVMe M.2 2280,15314.844000000001,289,5354,0.001984466906515904,0.1477544236296271,0.04571545392344926,General Admin
Intel Core i7-7820HQ @ 2.90GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon RX 7700 XT,RAM DDR4(3200) 16GB ADATA D35G XPG BLACK (AX4U320016G16A-SBKD35) x2,POWER SUPPLY (FULL) 550W ANTEC ATOM V550,1 TB SSD M.2 PCIe 5.0 WD BLACK SN8100 (WDS100T1X0M) NVMe M.2 2280,43523.36,7160,22639,0.10007994974587403,0.7462862287475329,0.2939418334463717,General Admin
AMD Ryzen 5 9600,MAINBOARD (AM5) ASROCK B650M PG LIGHTNING WIFI DDR5,Intel Arc A580,RAM DDR5(4800) 16GB ADATA (AD5U480016G-B) x1,POWER SUPPLY (FULL) 600W VIKINGS VOYAGE VK600W,1 TB SSD M.2 PCIe 4.0 KLEVV CRAS C925G (K01TBM2SP0-25G) NVMe M.2 2280,29803.9344,29358,12064,0.4169950316943635,0.3801031891686001,0.40592747893663444,Smart Office
Intel Core i5-9300HF @ 2.40GHz,MAINBOARD (1151V2) LONGWELL H310-D4N V3 DDR4,Radeon RX 7900 GRE,RAM DDR4(2666) 16GB APACER (EL.16G2V.GNH) x2,POWER SUPPLY (80+ GOLD) 850W SILVERSTONE DA850W (SST-DA850R-GMA),500 GB SSD M.2 PCIe 3.0 WD GREEN SN350 (WDS500G2G0C) NVMe M.2 2280,43050.0,7246,27291,0.10130774941465365,0.9073721389244781,0.3431270662676009,General Admin
Intel Core i7-9700F @ 3.00GHz,MAINBOARD (1151V2) LONGWELL H310-H3M DDR4 (REV. 2.0),Tesla P40,RAM DDR4(3200) 16GB KINGSTON FURY BEAST RGB (KF432C16BB12A/16WP) x2,POWER SUPPLY (80+ BRONZE) 750W DTECH PW071A,1 TB SSD M.2 PCIe 4.0 WD BLACK SN7100 (WDS100T4X0E) NVMe M.2 2280,36350.3624,13165,11595,0.185811775455428,0.3638630146473216,0.2392271472129961,General Admin
Intel Core i7-14701E,MAINBOARD (1700) MSI PRO H610M-S DDR4,Tesla P40,RAM DDR4(3200) 32GB (16GBX2) BLACKBERRY MAXIMUS GRAY x2,POWER SUPPLY (80+ GOLD) 750W ASUS TUF GAMING 750G,500 GB SSD M.2 PCIe 3.0 WD GREEN SN350 (WDS500G2G0C) NVMe M.2 2280,48109.04,26021,11595,0.3693535491976472,0.3638630146473216,0.36770638883254947,General Admin
Intel Core i7-14700K,MAINBOARD (1700) ASROCK B760M PG LIGHTNING WIFI DDR5,Radeon RX 7600,RAM DDR5(4800) 16GB BLACKBERRY x2,POWER SUPPLY (80+ SILVER) 500W ITSONAS DARK FOREST 1U FLEX (DF-FX500) SFX,500 GB SSD M.2 PCIe 4.0 KINGSTON NV3 (SNV3S/500G) NVMe M.2 2280,40845.7288,52121,16544,0.7419764719319285,0.5352332144464836,0.6799534946862951,Dev & Data Pro
Intel Core i9-10900T @ 1.90GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,Quadro P2000,RAM DDR4(3200) 16GB HIKSEMI (HSC416U32Z1) x2,POWER SUPPLY (FULL) 650W ANTEC ATOM V650,256 GB SSD M.2 PCIe 3.0 LEXAR NM620 (LNM620X256G-RNNNG) NVMe M.2 2280,37351.6888,14735,6989,0.20822625778082346,0.20436995740849756,0.20706936766912568,General Admin
Intel Core i9-10940X @ 3.30GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,GeForce RTX 3070 Ti,RAM DDR4(3200) 16GB (8GBX2) BLACKBERRY MAXIMUS GRAY x2,POWER SUPPLY (80+ GOLD) 1000W ASUS ROG STRIX AURA GAMING 1000G,1 TB SSD M.2 PCIe 5.0 WD BLACK SN8100 (WDS100T1X0M) NVMe M.2 2280,55629.68,27651,23275,0.39262463594312147,0.7683091519789467,0.505329990753869,Smart Office
Intel Core i7-9700TE @ 1.80GHz,MAINBOARD (1151V2) GIGABYTE H310M M.2 2.0 DDR4 (REV. 1.3),Tesla M60,RAM DDR4(3200) 32GB (16GBX2) KINGSTON FURY BEAST RGB (KF432C16BB12AK2/32WP) x1,POWER SUPPLY (80+ GOLD) 1000W NZXT CORE (PA-0G3BB-US),500 GB SSD M.2 PCIe 4.0 LEXAR NM710 NVMe M.2 2280,32596.760000000002,9720,7002,0.13662840500256979,0.2048201114997057,0.15708591695171054,General Admin
AMD Athlon 7550 Dual-Core,MAINBOARD (AM4) GIGABYTE A520M H ARGB DDR4 (rev. 1.0),GeForce GTX 960,RAM DDR4(3200) 8GB HIKSEMI ARMOR WHITE (HSC408U32E2) x2,POWER SUPPLY (FULL) 550W ANTEC ATOM V550,1 TB SSD M.2 PCIe 5.0 SAMSUNG 9100 PRO (MZ-VAP1T0BW) NVMe M.2 2280,15685.244,977,6135,0.011806864256752897,0.174798296339901,0.060704293881697326,General Admin
AMD Ryzen 9 9900X3D,MAINBOARD (AM5) GIGABYTE B850M DS3H DDR5 (REV. 1.2),GeForce GTX 1660 SUPER,RAM DDR5(5200) 16GB BLACKBERRY MAXIMUS GRAY x2,POWER SUPPLY 750W OKER EB-750,1 TB SSD M.2 PCIe 4.0 HIKSEMI FUTURE LITE NVMe M.2 2280,43787.28,56262,12684,0.8010964536577009,0.40157207659545,0.6812391405390256,Dev & Data Pro
Intel Core i5-11500T @ 1.50GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,Radeon RX 570X,RAM DDR4(2666) 16GB BLACKBERRY MAXIMUS GRAY x1,POWER SUPPLY (80+ BRONZE) 550W ITSONAS DARK FOREST SFX,256 GB SSD M.2 PCIe 3.0 LEXAR NM620 (LNM620X256G-RNNNG) NVMe M.2 2280,16640.04,12725,1923,0.17953000970818342,0.028948370788462206,0.13435551803226703,General Admin
Intel Core i3-9100TE @ 2.20GHz,MAINBOARD (1151V2) LONGWELL H310-H3M DDR4 (REV. 2.0),Radeon RX 460,RAM DDR4(3200) 16GB HYNIX 16 CHIP x1,POWER SUPPLY (80+ GOLD) 850W ASUS ROG STRIX AURA GAMIN G850G,1 TB SSD M.2 PCIe 4.0 SANDISK EXTREME G26 (SDSSDX3N-1T00-G26) NVMe M.2 2280,25986.64,4589,4101,0.0633744503454971,0.10436649468471901,0.07567206364726367,General Admin
AMD Athlon Dual Core 4850e,MAINBOARD (AM4) ASUS PRIME A520M-K DDR4,Radeon R9 370,RAM DDR4(3200) 8GB HIKSEMI ARMOR WHITE (HSC408U32E2) x2,POWER SUPPLY (80+ WHITE) 700W COOLER MASTER ELITE NEX MWE 230V (MPW-7001-ACBW),256 GB SSD M.2 PCIe 3.0 HIKSEMI CITY E3000 (STD) NVMe M.2 2280,15473.68,799,4722,0.009265604477185769,0.12587000934935422,0.0442469259388363,General Admin
Intel Core i5-14400T,MAINBOARD (1700) GIGABYTE H610M K V2 DDR5 (REV. 1.0),Quadro M4000,RAM DDR5(5600) 96GB (48GBX2) G.SKILL TRIDENT Z5 RGB BLACK (F5-5600J4040D48GX2-TZ x1,POWER SUPPLY 650W DTECH PW036,512 GB SSD M.2 PCIe 3.0 KLEVV CRAS C715 (K512GM2SP0-C7T) NVMe M.2 2280,93527.52,20809,6672,0.29494317857346813,0.19339312303057588,0.2644781619106005,General Admin
Intel Core i5-10400T @ 2.00GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,GeForce GTX 1650 SUPER,RAM DDR4(3200) 8GB HIKSEMI FUTURE WHITE RGB (HSC408U32F4) x2,POWER SUPPLY (80+ PLATINUM) 750W ASUS ROG-LOKI-750P,128 GB SSD M.2 PCIe 3.0 HIKSEMI CITY SSD E1000 NVMe M.2 2280,20983.84,9800,10186,0.13777054422934154,0.3150732366079158,0.1909613519429138,General Admin
Intel Core i3-9100T @ 3.10GHz,MAINBOARD (1151V2) LONGWELL H310-D4N V3 DDR4,GeForce RTX 2080 Ti,RAM DDR4(3200) 16GB BLACKBERRY PRO SERIES WHITE x1,POWER SUPPLY (80+ BRONZE) 750W SEGOTEP BN750W ID PCIE 5.1 ATX3.1,512 GB SSD M.2 PCIe 3.0 KLEVV CRAS C715 (K512GM2SP0-C7T) NVMe M.2 2280,25796.64,5630,21483,0.07823653703386443,0.7062571418677933,0.2666427184840431,General Admin
AMD Ryzen 7 5700G,MAINBOARD (AM4) ASROCK B450M STEEL LEGEND DDR4,Radeon RX 7900 GRE,RAM DDR4(3200) 32GB (16GBX2) KINGSTON FURY BEAST (KF432C16BB1K2/32WP) x2,POWER SUPPLY (80+ WHITE) 550W SILVERSTONE (SST-ST550-EF),500 GB SSD M.2 PCIe 4.0 GIGABYTE AORUS 5000E (AG450E500G-G 1.1),49112.880000000005,24317,27291,0.34502598366740905,0.9073721389244781,0.5137298302445297,Smart Office
Intel Core i7-6770HQ @ 2.60GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),GeForce RTX 3060 Ti,RAM DDR4(3200) 32GB (16GBX2) BLACKBERRY ASGARD (B16G32DASX2) x2,POWER SUPPLY (80+ BRONZE) 750W SEGOTEP BN750W ID PCIE 5.1 ATX3.1,256 GB SSD M.2 PCIe 3.0 HIKSEMI CITY E3000 (STD) NVMe M.2 2280,45883.28,7019,20287,0.09806692935868883,0.664842965476644,0.2680997401940754,General Admin
AMD Ryzen 5 4500,MAINBOARD (AM4) ASROCK B550M STEEL LEGEND DDR4,Radeon Pro 455,RAM DDR4(3200) 16GB KINGSTON FURY BEAST (KF432C16BB1/16WP) x2,POWER SUPPLY (80+ BRONZE) 750W THERMALTAKE SMART BX1,500 GB SSD M.2 PCIe 4.0 LEXAR NM710 NVMe M.2 2280,33876.5264,16009,3112,0.22641482496716347,0.0701201565151148,0.17952642443154887,General Admin
AMD Ryzen 9 5950X,MAINBOARD (AM4) ASUS PRIME A520M-K/CSM (DDR4),T400,RAM DDR4(2666) 16GB HIKSEMI (HSC416U26Z1) x2,POWER SUPPLY (80+ BRONZE) 650W ITSONAS DARK FOREST SFX,256 GB SSD M.2 PCIe 3.0 LEXAR NM620 (LNM620X256G-RNNNG) NVMe M.2 2280,33556.16,45325,3618,0.6449517446176689,0.0876415388344472,0.47775868288270235,Smart Office
Intel Core i5-7640X @ 4.00GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon RX 6750 XT,RAM DDR4(3200) 16GB APACER PANTHER GOLDEN (AH4U16G32C28Y7GAA-1) x1,POWER SUPPLY (80+ GOLD) 850W COOLER MASTER MWE V3 (MPE-8506-ACAG-BTH),256 GB SSD M.2 PCIe 3.0 HIKSEMI CITY E3000 (STD) NVMe M.2 2280,25426.4032,7096,20707,0.09916623836445662,0.6793864053464456,0.2732322884590533,General Admin
Intel Core i7-7700K @ 4.20GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon RX 5700 XT,RAM DDR4(2666) 16GB BLACKBERRY x1,POWER SUPPLY (80+ BRONZE) 500W ITSONAS AURORA ARGB,1 TB SSD M.2 PCIe 5.0 SAMSUNG 9100 PRO (MZ-VAP1T0BW) NVMe M.2 2280,20081.68,9633,16123,0.13538632859345553,0.5206551473388968,0.2509669742170879,General Admin
Intel Core i7-10700T @ 2.00GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,Radeon RX 7800 XT,RAM DDR4(3200) 16GB BLACKBERRY MAXIMUS x2,POWER SUPPLY (80+ BRONZE) 750W COOLER MASTER MWE V2 230V (MPE-7501-ACABW-BTH),500 GB SSD M.2 PCIe 3.0 WD GREEN SN350 (WDS500G2G0C) NVMe M.2 2280,39101.28,12904,24324,0.18208554622808518,0.8046331244156655,0.36884981968435926,General Admin
AMD Ryzen 7 PRO 5750GE,MAINBOARD (AM4) GIGABYTE B550 EAGLE WIFI6 DDR4 (REV. 1.0),Quadro P4000,RAM DDR4(2666) 16GB APACER (EL.16G2V.GNH) x2,POWER SUPPLY (CYBENETICS PLATINUM) 1000W CORSAIR RM1000E (CP-9020297-NA),250 GB SSD M.2 PCIe 4.0 GIGABYTE (G440E250G) NVMe M.2 2280,47689.7088,21046,11445,0.2983267660327794,0.35866892897953534,0.31642941491680615,General Admin
Intel Core i9-10900TE @ 1.80GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,Radeon R9 Fury,RAM DDR4(3200) 16GB BLACKBERRY PRO SERIES WHITE x2,POWER SUPPLY (80+ BRONZE) 750W EINARE AXIS MASTER L1 Black (EXPS-AMH1-750-BK),500 GB SSD M.2 PCIe 4.0 WD SN5000 BLUE (WDS500G4B0E) NVMe M.2 2280,41342.28,14159,9515,0.20000285534806692,0.29183836005401853,0.22755350675985236,General Admin
Intel Core i5-11600KF @ 3.90GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,Intel Arc B580,RAM DDR4(3200) 32GB (16GBX2) HIKSEMI ARMOR BLACK (HSC432U32D3)Recommend x1,POWER SUPPLY (80+ SILVER) 500W ITSONAS DARK FOREST 1U FLEX (DF-FX500) SFX,500 GB SSD M.2 PCIe 4.0 WD SN5000 BLUE (WDS500G4B0E) NVMe M.2 2280,25990.2792,19444,15825,0.2754554280166752,0.5103362304788948,0.3459196687553411,General Admin
Intel Core i9-13900F,MAINBOARD (1700) ASUS H610M-K DDR5,Intel Arc A580,RAM DDR5(5600) 96GB (48GBX2) G.SKILL TRIDENT Z5 NEO RGB BLACK (F5-5600J4040D48GX x2,POWER SUPPLY (80+ BRONZE) 650W ASUS PRIME,500 GB SSD M.2 PCIe 3.0 SANDISK PLUS G26 (SDSSDA3N-500G-G26) NVMe M.2 2280,161695.6464,48517,12064,0.6905230997658615,0.3801031891686001,0.597397126586683,Smart Office
